"","XenaHosts","XenaHostNames","XenaCohorts","XenaDatasets","SampleCount","DataSubtype","Label","Type","AnatomicalOrigin","SampleType","Tags","ProbeMap","LongTitle","Citation","Version","Unit","Platform"
"347","https://tcga.xenahubs.net","tcgaHub","TCGA Prostate Cancer (PRAD)","TCGA.PRAD.sampleMap/miRNA_HiSeq_gene",544,"miRNA mature strand expression RNAseq","IlluminaHiseq","genomicMatrix","Prostate","tumor","cancer",NA,"TCGA prostate adenocarcinoma (PRAD) miRNA mature strand expression by RNAseq (IlluminaHiseq)",NA,"2017-09-08","log2(RPM+1)","IlluminaHiSeq_miRNASeq"
"348","https://tcga.xenahubs.net","tcgaHub","TCGA Prostate Cancer (PRAD)","TCGA.PRAD.sampleMap/Gistic2_CopyNumber_Gistic2_all_thresholded.by_genes",492,"copy number (gene-level)","gistic2 thresholded","genomicMatrix","Prostate","tumor","cancer",NA,"TCGA prostate adenocarcinoma (PRAD) copy number gistic2 thresholded estimate",NA,"2017-09-08","-2,-1,0,1,2: 2 copy del, 1 copy del, no change, amplification, high-amplification",NA
"349","https://tcga.xenahubs.net","tcgaHub","TCGA Prostate Cancer (PRAD)","TCGA.PRAD.sampleMap/RPPA",NA,"protein expression RPPA","RPPA","genomicMatrix","Prostate","tumor","cancer",NA,"TCGA prostate adenocarcinoma (PRAD) reverse phase protein array",NA,"2017-09-08","normalized RPPA value","M.D. Anderson Reverse Phase Protein Array Core platform"
"350","https://tcga.xenahubs.net","tcgaHub","TCGA Prostate Cancer (PRAD)","TCGA.PRAD.sampleMap/SNP6_genomicSegment",495,"copy number segments","Before remove germline cnv","genomicSegment","Prostate","tumor","cancer",NA,"TCGA prostate adenocarcinoma (PRAD) segmented copy number",NA,"2017-09-08","log2(tumor/normal)","SNP6"
"351","https://tcga.xenahubs.net","tcgaHub","TCGA Prostate Cancer (PRAD)","TCGA.PRAD.sampleMap/HiSeqV2_exon",550,"exon expression RNAseq","IlluminaHiSeq","genomicMatrix","Prostate","tumor","cancer","unc_v2_exon_hg19_probe_TCGA","TCGA prostate adenocarcinoma (PRAD) exon expression by RNAseq (polyA+ IlluminaHiSeq)",NA,"2017-10-13","log2(RPKM+1)","IlluminaHiSeq_RNASeqV2"
"352","https://tcga.xenahubs.net","tcgaHub","TCGA Prostate Cancer (PRAD)","RABIT/separate_processed/RABIT_PRAD.HiSeq.V2",320,"pathway activity","RABIT transcription factor regulatory impact, HiSeqV2","clinicalMatrix","","","",NA,NA,"Proc Natl Acad Sci U S A. 2015",NA,"RABIT score",NA
"353","https://tcga.xenahubs.net","tcgaHub","TCGA Prostate Cancer (PRAD)","merge_merged_reals/PRAD_merge_merged_reals.txt",488,"pathway activity","Paradigm IPLs","genomicMatrix","","","",NA,NA,NA,"2019-11-01","Paradigm IPL score",NA
"354","https://tcga.xenahubs.net","tcgaHub","TCGA Prostate Cancer (PRAD)","mc3/PRAD_mc3.txt",495,"somatic mutation (SNP and INDEL)","MC3 public version","mutationVector","","","",NA,NA,"Cell Systems. Volume 6 Issue 3: p271-281.e7, 28 March 2018 10.1016/j.cels.2018.03.002","2016-12-29",NA,NA
"355","https://tcga.xenahubs.net","tcgaHub","TCGA Prostate Cancer (PRAD)","mc3_gene_level/PRAD_mc3_gene_level.txt",495,"somatic mutation (SNP and INDEL)","MC3 gene-level non-silent mutation","genomicMatrix","","","",NA,NA,"Cell Systems. Volume 6 Issue 3: p271-281.e7, 28 March 2018 10.1016/j.cels.2018.03.002","2016-12-29","binary non-silent mutation call",NA
"356","https://tcga.xenahubs.net","tcgaHub","TCGA Prostate Cancer (PRAD)","PanCan33_ssGSEA_1387GeneSets_NonZero_sample_level_Z/PRAD_PanCan33_ssGSEA_1387GeneSets_NonZero_sample_level_Z.txt",488,"pathway activity","z score of 1387 constituent PARADIGM pathways","genomicMatrix","","","",NA,NA,NA,"2019-10-31","z score",NA
"357","https://tcga.xenahubs.net","tcgaHub","TCGA Prostate Cancer (PRAD)","survival/PRAD_survival.txt",566,"phenotype","Curated survival data","clinicalMatrix","","","",NA,NA,NA,"2018-09-13",NA,NA
"358","https://tcga.xenahubs.net","tcgaHub","TCGA Lung Cancer (LUNG)","TCGA.LUNG.sampleMap/HumanMethylation27",311,"DNA methylation","Methylation27k","genomicMatrix","Lung","tumor","cancer,non-small cell lung cancer","probeMap/illuminaMethyl27K_hg18_gpl8490_TCGAlegacy","TCGA lung cancer (LUNG) DNA methylation (HumanMethylation27)",NA,"2017-09-08","beta value",NA
"359","https://tcga.xenahubs.net","tcgaHub","TCGA Lung Cancer (LUNG)","TCGA.LUNG.sampleMap/HumanMethylation450",907,"DNA methylation","Methylation450k","genomicMatrix","Lung","tumor","cancer,non-small cell lung cancer","probeMap/illuminaMethyl450_hg19_GPL16304_TCGAlegacy","TCGA lung cancer (LUNG) DNA methylation (HumanMethylation450)",NA,"2017-09-08","beta value",NA
"360","https://tcga.xenahubs.net","tcgaHub","TCGA Lung Cancer (LUNG)","TCGA.LUNG.sampleMap/Gistic2_CopyNumber_Gistic2_all_data_by_genes",1017,"copy number (gene-level)","gistic2","genomicMatrix","Lung","tumor","cancer,non-small cell lung cancer",NA,"TCGA lung cancer (LUNG) copy number gistic2 estimate",NA,"2017-09-08","Gistic2 copy number",NA
"361","https://tcga.xenahubs.net","tcgaHub","TCGA Lung Cancer (LUNG)","TCGA.LUNG.sampleMap/RPPA_RBN",432,"protein expression RPPA","RPPA (replicate-base normalization)","genomicMatrix","Lung","tumor","cancer,non-small cell lung cancer",NA,"TCGA lung cancer (LUNG) phospho- or total protein expression by reverse phase protein array (replicate-base normalization)",NA,"2017-09-08","RBN normalized RPPA value",NA
"362","https://tcga.xenahubs.net","tcgaHub","TCGA Lung Cancer (LUNG)","TCGA.LUNG.sampleMap/HiSeqV2_PANCAN",1129,"gene expression RNAseq","IlluminaHiSeq pancan normalized","genomicMatrix","Lung","tumor","cancer,non-small cell lung cancer","probeMap/hugo_gencode_good_hg19_V24lift37_probemap","TCGA lung cancer (LUNG) gene expression by RNAseq (ployA+ IlluminaHiSeq), pancan normalized",NA,"2017-09-08","pan-cancer normalized log2(norm_count+1)",NA
"363","https://tcga.xenahubs.net","tcgaHub","TCGA Lung Cancer (LUNG)","TCGA.LUNG.sampleMap/HiSeqV2",1129,"gene expression RNAseq","IlluminaHiSeq","genomicMatrix","Lung","tumor","cancer,non-small cell lung cancer","probeMap/hugo_gencode_good_hg19_V24lift37_probemap","TCGA lung cancer (LUNG) gene expression by RNAseq (polyA+ IlluminaHiSeq)",NA,"2017-09-08","log2(norm_count+1)",NA
"364","https://tcga.xenahubs.net","tcgaHub","TCGA Lung Cancer (LUNG)","TCGA.LUNG.sampleMap/SNP6_nocnv_genomicSegment",1021,"copy number segments","After remove germline cnv","genomicSegment","Lung","tumor","cancer,non-small cell lung cancer",NA,"TCGA lung cancer (LUNG) segmented copy number (delete germline cnv)",NA,"2017-09-08","log2(tumor/normal)",NA
"365","https://tcga.xenahubs.net","tcgaHub","TCGA Lung Cancer (LUNG)","TCGA.LUNG.sampleMap/LUNG_clinicalMatrix",1299,"phenotype","Phenotypes","clinicalMatrix","","","",NA,NA,NA,"2019-12-06",NA,NA
"366","https://tcga.xenahubs.net","tcgaHub","TCGA Lung Cancer (LUNG)","TCGA.LUNG.sampleMap/Gistic2_CopyNumber_Gistic2_all_thresholded.by_genes",1017,"copy number (gene-level)","gistic2 thresholded","genomicMatrix","Lung","tumor","cancer,non-small cell lung cancer",NA,"TCGA lung cancer (LUNG) copy number gistic2 thresholded estimate",NA,"2017-09-08","-2,-1,0,1,2: 2 copy del, 1 copy del, no change, amplification, high-amplification",NA
"367","https://tcga.xenahubs.net","tcgaHub","TCGA Lung Cancer (LUNG)","TCGA.LUNG.sampleMap/SNP6_genomicSegment",1021,"copy number segments","Before remove germline cnv","genomicSegment","Lung","tumor","cancer,non-small cell lung cancer",NA,"TCGA lung cancer (LUNG) segmented copy number",NA,"2017-09-08","log2(tumor/normal)",NA
"368","https://tcga.xenahubs.net","tcgaHub","TCGA Lung Cancer (LUNG)","TCGA.LUNG.sampleMap/HiSeqV2_exon",1129,"exon expression RNAseq","IlluminaHiSeq","genomicMatrix","Lung","tumor","cancer,non-small cell lung cancer","unc_v2_exon_hg19_probe_TCGA","TCGA lung cancer (LUNG) exon expression by RNAseq (polyA+ IlluminaHiSeq)",NA,"2017-09-08","log2(RPKM+1)",NA
"369","https://tcga.xenahubs.net","tcgaHub","TCGA Lung Cancer (LUNG)","TCGA.LUNG.sampleMap/AgilentG4502A_07_3",188,"gene expression array","AgilentG4502A_07_3","genomicMatrix","Lung","tumor","cancer,non-small cell lung cancer",NA,"TCGA lung cancer (LUNG) gene expression (AgilentG4502A_07_3 array)",NA,"2017-09-08","normalized Agilent array expression",NA
"370","https://tcga.xenahubs.net","tcgaHub","TCGA Lung Cancer (LUNG)","survival/LUNG_survival.txt",1145,"phenotype","Curated survival data","clinicalMatrix","","","",NA,NA,NA,"2020-05-15",NA,NA
"371","https://tcga.xenahubs.net","tcgaHub","TCGA Lung Cancer (LUNG)","mc3/LUNG_mc3.txt",993,"somatic mutation (SNP and INDEL)","MC3 public version","mutationVector","","","",NA,NA,"Cell Systems. Volume 6 Issue 3: p271-281.e7, 28 March 2018 10.1016/j.cels.2018.03.002","2016-12-29",NA,NA
"372","https://tcga.xenahubs.net","tcgaHub","TCGA Lung Cancer (LUNG)","mc3_gene_level/LUNG_mc3_gene_level.txt",993,"somatic mutation (SNP and INDEL)","MC3 gene-level non-silent mutation","genomicMatrix","","","",NA,NA,"Cell Systems. Volume 6 Issue 3: p271-281.e7, 28 March 2018 10.1016/j.cels.2018.03.002","2016-12-29","binary non-silent mutation call",NA
"373","https://tcga.xenahubs.net","tcgaHub","TCGA Liver Cancer (LIHC)","RABIT/separate_processed/RABIT_LIHC.HiSeq",17,"pathway activity","RABIT transcription factor regulatory impact, HiSeq","clinicalMatrix","","","",NA,NA,"Proc Natl Acad Sci U S A. 2015",NA,"RABIT score",NA
"374","https://tcga.xenahubs.net","tcgaHub","TCGA Liver Cancer (LIHC)","RABIT/separate_processed/RABIT_LIHC.HiSeq.V2",188,"pathway activity","RABIT transcription factor regulatory impact, HiSeqV2","clinicalMatrix","","","",NA,NA,"Proc Natl Acad Sci U S A. 2015",NA,"RABIT score",NA
"375","https://tcga.xenahubs.net","tcgaHub","TCGA Liver Cancer (LIHC)","TCGA.LIHC.sampleMap/HumanMethylation450",429,"DNA methylation","Methylation450k","genomicMatrix","Liver","tumor","cancer","probeMap/illuminaMethyl450_hg19_GPL16304_TCGAlegacy","TCGA liver hepatocellular carcinoma (LIHC) DNA methylation (HumanMethylation450)",NA,"2017-09-08","beta value","Illumina Infinium HumanMethylation450"
"376","https://tcga.xenahubs.net","tcgaHub","TCGA Liver Cancer (LIHC)","TCGA.LIHC.sampleMap/Gistic2_CopyNumber_Gistic2_all_data_by_genes",370,"copy number (gene-level)","gistic2","genomicMatrix","Liver","tumor","cancer",NA,"TCGA liver hepatocellular carcinoma (LIHC) copy number gistic2 estimate",NA,"2017-09-08","Gistic2 copy number",NA
"377","https://tcga.xenahubs.net","tcgaHub","TCGA Liver Cancer (LIHC)","TCGA.LIHC.sampleMap/HiSeqV2_percentile",423,"gene expression RNAseq","IlluminaHiSeq percentile","genomicMatrix","Liver","tumor","cancer","probeMap/hugo_gencode_good_hg19_V24lift37_probemap","TCGA liver hepatocellular carcinoma (LIHC) gene expression by RNAseq (polyA+ IlluminaHiSeq percentile)",NA,"2017-10-13","percentile rank","IlluminaHiSeq_RNASeqV2"
"378","https://tcga.xenahubs.net","tcgaHub","TCGA Liver Cancer (LIHC)","TCGA.LIHC.sampleMap/HiSeqV2_PANCAN",423,"gene expression RNAseq","IlluminaHiSeq pancan normalized","genomicMatrix","Liver","tumor","cancer","probeMap/hugo_gencode_good_hg19_V24lift37_probemap","TCGA liver hepatocellular carcinoma (LIHC) gene expression by RNAseq (ployA+ IlluminaHiSeq), pancan normalized",NA,"2017-10-13","pan-cancer normalized log2(norm_count+1)","IlluminaHiSeq_RNASeqV2"
"379","https://tcga.xenahubs.net","tcgaHub","TCGA Liver Cancer (LIHC)","TCGA.LIHC.sampleMap/HiSeqV2",423,"gene expression RNAseq","IlluminaHiSeq","genomicMatrix","Liver","tumor","cancer","probeMap/hugo_gencode_good_hg19_V24lift37_probemap","TCGA liver hepatocellular carcinoma (LIHC) gene expression by RNAseq (polyA+ IlluminaHiSeq)",NA,"2017-10-13","log2(norm_count+1)","IlluminaHiSeq_RNASeqV2"
"380","https://tcga.xenahubs.net","tcgaHub","TCGA Liver Cancer (LIHC)","TCGA.LIHC.sampleMap/SNP6_nocnv_genomicSegment",372,"copy number segments","After remove germline cnv","genomicSegment","Liver","tumor","cancer",NA,"TCGA liver hepatocellular carcinoma (LIHC) segmented copy number (delete germline cnv)",NA,"2017-09-08","log2(tumor/normal)","SNP6"
"381","https://tcga.xenahubs.net","tcgaHub","TCGA Liver Cancer (LIHC)","TCGA.LIHC.sampleMap/miRNA_HiSeq_gene",420,"miRNA mature strand expression RNAseq","IlluminaHiseq","genomicMatrix","Liver","tumor","cancer",NA,"TCGA liver hepatocellular carcinoma (LIHC) miRNA mature strand expression by RNAseq (IlluminaHiseq)",NA,"2017-09-08","log2(RPM+1)","IlluminaHiSeq_miRNASeq"
"382","https://tcga.xenahubs.net","tcgaHub","TCGA Liver Cancer (LIHC)","TCGA.LIHC.sampleMap/Gistic2_CopyNumber_Gistic2_all_thresholded.by_genes",370,"copy number (gene-level)","gistic2 thresholded","genomicMatrix","Liver","tumor","cancer",NA,"TCGA liver hepatocellular carcinoma (LIHC) copy number gistic2 thresholded estimate",NA,"2017-09-08","-2,-1,0,1,2: 2 copy del, 1 copy del, no change, amplification, high-amplification",NA
"383","https://tcga.xenahubs.net","tcgaHub","TCGA Liver Cancer (LIHC)","TCGA.LIHC.sampleMap/RPPA",NA,"protein expression RPPA","RPPA","genomicMatrix","Liver","tumor","cancer",NA,"TCGA liver hepatocellular carcinoma (LIHC) reverse phase protein array",NA,"2017-09-08","normalized RPPA value","M.D. Anderson Reverse Phase Protein Array Core platform"
"384","https://tcga.xenahubs.net","tcgaHub","TCGA Liver Cancer (LIHC)","TCGA.LIHC.sampleMap/LIHC_clinicalMatrix",438,"phenotype","Phenotypes","clinicalMatrix","","","",NA,NA,NA,"2019-12-06",NA,NA
"385","https://tcga.xenahubs.net","tcgaHub","TCGA Liver Cancer (LIHC)","TCGA.LIHC.sampleMap/SNP6_genomicSegment",372,"copy number segments","Before remove germline cnv","genomicSegment","Liver","tumor","cancer",NA,"TCGA liver hepatocellular carcinoma (LIHC) segmented copy number",NA,"2017-09-08","log2(tumor/normal)","SNP6"
"386","https://tcga.xenahubs.net","tcgaHub","TCGA Liver Cancer (LIHC)","TCGA.LIHC.sampleMap/HiSeqV2_exon",423,"exon expression RNAseq","IlluminaHiSeq","genomicMatrix","Liver","tumor","cancer","unc_v2_exon_hg19_probe_TCGA","TCGA liver hepatocellular carcinoma (LIHC) exon expression by RNAseq (polyA+ IlluminaHiSeq)",NA,"2017-10-13","log2(RPKM+1)","IlluminaHiSeq_RNASeqV2"
"387","https://tcga.xenahubs.net","tcgaHub","TCGA Liver Cancer (LIHC)","merge_merged_reals/LIHC_merge_merged_reals.txt",361,"PARADIGM pathway activity","Paradigm IPLs","genomicMatrix","","","",NA,NA,NA,"2019-11-01",NA,NA
"388","https://tcga.xenahubs.net","tcgaHub","TCGA Liver Cancer (LIHC)","mc3/LIHC_mc3.txt",363,"somatic mutation (SNP and INDEL)","MC3 public version","mutationVector","","","",NA,NA,"Cell Systems. Volume 6 Issue 3: p271-281.e7, 28 March 2018 10.1016/j.cels.2018.03.002","2016-12-29",NA,NA
"389","https://tcga.xenahubs.net","tcgaHub","TCGA Liver Cancer (LIHC)","mc3_gene_level/LIHC_mc3_gene_level.txt",363,"somatic mutation (SNP and INDEL)","MC3 gene-level non-silent mutation","genomicMatrix","","","",NA,NA,"Cell Systems. Volume 6 Issue 3: p271-281.e7, 28 March 2018 10.1016/j.cels.2018.03.002","2016-12-29","binary non-silent mutation call",NA
"390","https://tcga.xenahubs.net","tcgaHub","TCGA Liver Cancer (LIHC)","PanCan33_ssGSEA_1387GeneSets_NonZero_sample_level_Z/LIHC_PanCan33_ssGSEA_1387GeneSets_NonZero_sample_level_Z.txt",361,"pathway activity","z score of 1387 constituent PARADIGM pathways","genomicMatrix","","","",NA,NA,NA,"2019-10-31","z score",NA
"391","https://tcga.xenahubs.net","tcgaHub","TCGA Liver Cancer (LIHC)","survival/LIHC_survival.txt",438,"phenotype","Curated survival data","clinicalMatrix","","","",NA,NA,NA,"2018-09-13",NA,NA
"392","https://tcga.xenahubs.net","tcgaHub","TCGA Kidney Chromophobe (KICH)","RABIT/separate_processed/RABIT_KICH.HiSeq.V2",66,"pathway activity","RABIT transcription factor regulatory impact, HiSeqV2","clinicalMatrix","","","",NA,NA,"Proc Natl Acad Sci U S A. 2015",NA,"RABIT score",NA
"393","https://tcga.xenahubs.net","tcgaHub","TCGA Kidney Chromophobe (KICH)","TCGA.KICH.sampleMap/HumanMethylation450",66,"DNA methylation","Methylation450k","genomicMatrix","Kidney","tumor","cancer","probeMap/illuminaMethyl450_hg19_GPL16304_TCGAlegacy","TCGA kidney chromophobe (KICH) DNA methylation (HumanMethylation450)",NA,"2017-09-08","beta value","Illumina Infinium HumanMethylation450"
"394","https://tcga.xenahubs.net","tcgaHub","TCGA Kidney Chromophobe (KICH)","TCGA.KICH.sampleMap/Gistic2_CopyNumber_Gistic2_all_data_by_genes",66,"copy number (gene-level)","gistic2","genomicMatrix","Kidney","tumor","cancer",NA,"TCGA kidney chromophobe (KICH) copy number gistic2 estimate",NA,"2017-09-08","Gistic2 copy number",NA
"395","https://tcga.xenahubs.net","tcgaHub","TCGA Kidney Chromophobe (KICH)","TCGA.KICH.sampleMap/HiSeqV2_percentile",91,"gene expression RNAseq","IlluminaHiSeq percentile","genomicMatrix","Kidney","tumor","cancer","probeMap/hugo_gencode_good_hg19_V24lift37_probemap","TCGA kidney chromophobe (KICH) gene expression by RNAseq (polyA+ IlluminaHiSeq percentile)",NA,"2017-10-13","percentile rank","IlluminaHiSeq_RNASeqV2"
"396","https://tcga.xenahubs.net","tcgaHub","TCGA Kidney Chromophobe (KICH)","TCGA.KICH.sampleMap/KICH_clinicalMatrix",91,"phenotype","Phenotypes","clinicalMatrix","","","",NA,NA,NA,"2019-12-06",NA,NA
"397","https://tcga.xenahubs.net","tcgaHub","TCGA Kidney Chromophobe (KICH)","TCGA.KICH.sampleMap/HiSeqV2_PANCAN",91,"gene expression RNAseq","IlluminaHiSeq pancan normalized","genomicMatrix","Kidney","tumor","cancer","probeMap/hugo_gencode_good_hg19_V24lift37_probemap","TCGA kidney chromophobe (KICH) gene expression by RNAseq (ployA+ IlluminaHiSeq), pancan normalized",NA,"2017-10-13","pan-cancer normalized log2(norm_count+1)","IlluminaHiSeq_RNASeqV2"
"398","https://tcga.xenahubs.net","tcgaHub","TCGA Kidney Chromophobe (KICH)","TCGA.KICH.sampleMap/HiSeqV2",91,"gene expression RNAseq","IlluminaHiSeq","genomicMatrix","Kidney","tumor","cancer","probeMap/hugo_gencode_good_hg19_V24lift37_probemap","TCGA kidney chromophobe (KICH) gene expression by RNAseq (polyA+ IlluminaHiSeq)",NA,"2017-10-13","log2(norm_count+1)","IlluminaHiSeq_RNASeqV2"
"399","https://tcga.xenahubs.net","tcgaHub","TCGA Kidney Chromophobe (KICH)","TCGA.KICH.sampleMap/SNP6_nocnv_genomicSegment",66,"copy number segments","After remove germline cnv","genomicSegment","Kidney","tumor","cancer",NA,"TCGA kidney chromophobe (KICH) segmented copy number (delete germline cnv)",NA,"2017-09-08","log2(tumor/normal)","SNP6"
"400","https://tcga.xenahubs.net","tcgaHub","TCGA Kidney Chromophobe (KICH)","TCGA.KICH.sampleMap/miRNA_HiSeq_gene",89,"miRNA mature strand expression RNAseq","IlluminaHiseq","genomicMatrix","Kidney","tumor","cancer",NA,"TCGA kidney chromophobe (KICH) miRNA mature strand expression by RNAseq (IlluminaHiseq)",NA,"2017-09-08","log2(RPM+1)","IlluminaHiSeq_miRNASeq"
"401","https://tcga.xenahubs.net","tcgaHub","TCGA Kidney Chromophobe (KICH)","TCGA.KICH.sampleMap/Gistic2_CopyNumber_Gistic2_all_thresholded.by_genes",66,"copy number (gene-level)","gistic2 thresholded","genomicMatrix","Kidney","tumor","cancer",NA,"TCGA kidney chromophobe (KICH) copy number gistic2 thresholded estimate",NA,"2017-09-08","-2,-1,0,1,2: 2 copy del, 1 copy del, no change, amplification, high-amplification",NA
"402","https://tcga.xenahubs.net","tcgaHub","TCGA Kidney Chromophobe (KICH)","TCGA.KICH.sampleMap/RPPA",NA,"protein expression RPPA","RPPA","genomicMatrix","Kidney","tumor","cancer",NA,"TCGA kidney chromophobe (KICH) reverse phase protein array",NA,"2017-09-08","normalized RPPA value","M.D. Anderson Reverse Phase Protein Array Core platform"
"403","https://tcga.xenahubs.net","tcgaHub","TCGA Kidney Chromophobe (KICH)","TCGA.KICH.sampleMap/SNP6_genomicSegment",66,"copy number segments","Before remove germline cnv","genomicSegment","Kidney","tumor","cancer",NA,"TCGA kidney chromophobe (KICH) segmented copy number",NA,"2017-09-08","log2(tumor/normal)","SNP6"
"404","https://tcga.xenahubs.net","tcgaHub","TCGA Kidney Chromophobe (KICH)","TCGA.KICH.sampleMap/HiSeqV2_exon",91,"exon expression RNAseq","IlluminaHiSeq","genomicMatrix","Kidney","tumor","cancer","unc_v2_exon_hg19_probe_TCGA","TCGA kidney chromophobe (KICH) exon expression by RNAseq (polyA+ IlluminaHiSeq)",NA,"2017-10-13","log2(RPKM+1)","IlluminaHiSeq_RNASeqV2"
"405","https://tcga.xenahubs.net","tcgaHub","TCGA Kidney Chromophobe (KICH)","merge_merged_reals/KICH_merge_merged_reals.txt",65,"pathway activity","Paradigm IPLs","genomicMatrix","","","",NA,NA,NA,"2019-11-01","Paradigm IPL score",NA
"406","https://tcga.xenahubs.net","tcgaHub","TCGA Kidney Chromophobe (KICH)","mc3/KICH_mc3.txt",66,"somatic mutation (SNP and INDEL)","MC3 public version","mutationVector","","","",NA,NA,"Cell Systems. Volume 6 Issue 3: p271-281.e7, 28 March 2018 10.1016/j.cels.2018.03.002","2016-12-29",NA,NA
"407","https://tcga.xenahubs.net","tcgaHub","TCGA Kidney Chromophobe (KICH)","mc3_gene_level/KICH_mc3_gene_level.txt",66,"somatic mutation (SNP and INDEL)","MC3 gene-level non-silent mutation","genomicMatrix","","","",NA,NA,"Cell Systems. Volume 6 Issue 3: p271-281.e7, 28 March 2018 10.1016/j.cels.2018.03.002","2016-12-29","binary non-silent mutation call",NA
"408","https://tcga.xenahubs.net","tcgaHub","TCGA Kidney Chromophobe (KICH)","PanCan33_ssGSEA_1387GeneSets_NonZero_sample_level_Z/KICH_PanCan33_ssGSEA_1387GeneSets_NonZero_sample_level_Z.txt",65,"pathway activity","z score of 1387 constituent PARADIGM pathways","genomicMatrix","","","",NA,NA,NA,"2019-10-31","z score",NA
"409","https://tcga.xenahubs.net","tcgaHub","TCGA Kidney Chromophobe (KICH)","survival/KICH_survival.txt",91,"phenotype","Curated survival data","clinicalMatrix","","","",NA,NA,NA,"2018-09-13",NA,NA
"410","https://tcga.xenahubs.net","tcgaHub","TCGA Head and Neck Cancer (HNSC)","RABIT/separate_processed/RABIT_HNSC.HiSeq",251,"pathway activity","RABIT transcription factor regulatory impact, HiSeq","clinicalMatrix","","","",NA,NA,"Proc Natl Acad Sci U S A. 2015",NA,"RABIT score",NA
"411","https://tcga.xenahubs.net","tcgaHub","TCGA Head and Neck Cancer (HNSC)","RABIT/separate_processed/RABIT_HNSC.HiSeq.V2",479,"pathway activity","RABIT transcription factor regulatory impact, HiSeqV2","clinicalMatrix","","","",NA,NA,"Proc Natl Acad Sci U S A. 2015",NA,"RABIT score",NA
"412","https://tcga.xenahubs.net","tcgaHub","TCGA Head and Neck Cancer (HNSC)","TCGA.HNSC.sampleMap/HumanMethylation450",580,"DNA methylation","Methylation450k","genomicMatrix","Head and Neck region","tumor","cancer","probeMap/illuminaMethyl450_hg19_GPL16304_TCGAlegacy","TCGA head & neck squamous cell carcinoma (HNSC) DNA methylation (HumanMethylation450)",NA,"2017-09-08","beta value","Illumina Infinium HumanMethylation450"
"413","https://tcga.xenahubs.net","tcgaHub","TCGA Head and Neck Cancer (HNSC)","TCGA.HNSC.sampleMap/Gistic2_CopyNumber_Gistic2_all_data_by_genes",522,"copy number (gene-level)","gistic2","genomicMatrix","Head and Neck region","tumor","cancer",NA,"TCGA head & neck squamous cell carcinoma (HNSC) copy number gistic2 estimate",NA,"2017-09-08","Gistic2 copy number",NA
"414","https://tcga.xenahubs.net","tcgaHub","TCGA Head and Neck Cancer (HNSC)","TCGA.HNSC.sampleMap/RPPA_RBN",212,"protein expression RPPA","RPPA (replicate-base normalization)","genomicMatrix","Head and Neck region","tumor","cancer",NA,"TCGA head & neck squamous cell carcinoma (HNSC) phospho- or total protein expression by reverse phase protein array (replicate-base normalization)",NA,"2017-09-08","RBN normalized RPPA value",NA
"415","https://tcga.xenahubs.net","tcgaHub","TCGA Head and Neck Cancer (HNSC)","TCGA.HNSC.sampleMap/HiSeqV2_percentile",566,"gene expression RNAseq","IlluminaHiSeq percentile","genomicMatrix","Head and Neck region","tumor","cancer","probeMap/hugo_gencode_good_hg19_V24lift37_probemap","TCGA head & neck squamous cell carcinoma (HNSC) gene expression by RNAseq (polyA+ IlluminaHiSeq percentile)",NA,"2017-10-13","percentile rank","IlluminaHiSeq_RNASeqV2"
"416","https://tcga.xenahubs.net","tcgaHub","TCGA Head and Neck Cancer (HNSC)","TCGA.HNSC.sampleMap/miRNA_GA_gene",36,"miRNA mature strand expression RNAseq","IlluminaGA","genomicMatrix","Head and Neck region","tumor","cancer",NA,"TCGA head & neck squamous cell carcinoma (HNSC) miRNA mature strand expression by RNAseq (IlluminaGA)",NA,"2017-09-08","log2(RPM+1)","IlluminaGA_miRNASeq"
"417","https://tcga.xenahubs.net","tcgaHub","TCGA Head and Neck Cancer (HNSC)","TCGA.HNSC.sampleMap/HiSeqV2_PANCAN",566,"gene expression RNAseq","IlluminaHiSeq pancan normalized","genomicMatrix","Head and Neck region","tumor","cancer","probeMap/hugo_gencode_good_hg19_V24lift37_probemap","TCGA head & neck squamous cell carcinoma (HNSC) gene expression by RNAseq (ployA+ IlluminaHiSeq), pancan normalized",NA,"2017-10-13","pan-cancer normalized log2(norm_count+1)","IlluminaHiSeq_RNASeqV2"
"418","https://tcga.xenahubs.net","tcgaHub","TCGA Head and Neck Cancer (HNSC)","TCGA.HNSC.sampleMap/HiSeqV2",566,"gene expression RNAseq","IlluminaHiSeq","genomicMatrix","Head and Neck region","tumor","cancer","probeMap/hugo_gencode_good_hg19_V24lift37_probemap","TCGA head & neck squamous cell carcinoma (HNSC) gene expression by RNAseq (polyA+ IlluminaHiSeq)",NA,"2017-10-13","log2(norm_count+1)","IlluminaHiSeq_RNASeqV2"
"419","https://tcga.xenahubs.net","tcgaHub","TCGA Head and Neck Cancer (HNSC)","TCGA.HNSC.sampleMap/SNP6_nocnv_genomicSegment",524,"copy number segments","After remove germline cnv","genomicSegment","Head and Neck region","tumor","cancer",NA,"TCGA head & neck squamous cell carcinoma (HNSC) segmented copy number (delete germline cnv)",NA,"2017-09-08","log2(tumor/normal)","SNP6"
